Designation (and name),Prov. Des.,q,Q,H,Epoch,M,Peri.,Node,Incl.,e,a,Opps.,Ref.,"Discovery date, site and discoverer(s)"
,1999 HA12,40.571,45.708,7.8,19990502,0.1,96.0,107.1,3.6,0.060,43.140,( 50d),MPC 35450,"1999/04/17 695 M. W. Buie, R. L. Millis"
,1999 HZ11,39.047,45.717,8.4,19990412,360.0,20.0,170.1,10.1,0.079,42.382,( 20d),MPC 35098,"1999/04/17 695 M. W. Buie, R. L. Millis"
,1999 HY11,39.637,44.679,8.3,19990412,360.0,151.9,35.9,6.2,0.060,42.158,( 20d),MPC 35098,"1999/04/17 695 M. W. Buie, R. L. Millis"
,1999 HV11,42.288,44.147,7.8,20170216,135.9,288.5,160.8,3.2,0.022,43.218,5,MPO 361092,"1999/04/18 695 M. W. Buie, R. L. Millis"
,1999 HS11,43.356,45.480,6.9,20170216,328.5,154.2,105.7,2.6,0.024,44.418,6,MPO 361092,"1999/04/17 695 M. W. Buie, R. L. Millis"
,1999 GS46,41.102,48.619,6.9,20170216,92.2,100.9,24.3,5.2,0.084,44.861,4,MPO 361092,"1999/04/12 809 A. Delsanti, O. R. Hainaut"
,1999 DR8,40.397,50.643,9.3,19990211,180.2,340.8,339.0,8.2,0.113,45.520,( 1d),MPC 38800,"1999/02/16 568 B. Gladman, J. J. Kavelaars, A. Morbidelli, M. J. Holman"
,1999 DQ8,45.318,45.318,9.1,19990211,0.0,10.2,130.3,14.2,0.0,45.318,( 1d),MPC 38800,"1999/02/16 568 B. Gladman, J. J. Kavelaars, A. Morbidelli, M. J. Holman"
,1999 DO8,41.791,41.791,10.0,19990211,0.0,130.0,10.1,3.4,0.0,41.791,( 1d),MPC 38800,"1999/02/16 568 B. Gladman, J. J. Kavelaars, A. Morbidelli, M. J. Holman"
,1999 DN8,44.338,44.338,9.8,19990211,0.0,61.7,78.4,2.9,0.0,44.338,( 1d),MPC 38799,"1999/02/16 568 B. Gladman, J. J. Kavelaars, A. Morbidelli, M. J. Holman"
,1999 DM8,42.882,42.882,9.7,19990211,0.0,40.9,99.3,3.9,0.0,42.882,( 1d),MPC 38799,"1999/02/16 568 B. Gladman, J. J. Kavelaars, A. Morbidelli, M. J. Holman"
,1999 DL8,42.517,42.517,9.6,19990303,0.0,25.9,114.5,5.8,0.0,42.517,( 35d),MPC 38799,"1999/02/16 568 B. Gladman, J. J. Kavelaars, A. Morbidelli, M. J. Holman"
,1999 DH8,40.857,47.924,8.7,20170216,324.9,99.8,105.1,4.5,0.080,44.390,3,MPO 11525,"1999/02/16 568 B. Gladman, J. J. Kavelaars, A. Morbidelli, M. J. Holman"
,1999 DF8,44.162,44.162,9.9,19990211,0.0,108.5,31.4,2.5,0.0,44.162,( 1d),MPC 35085,"1999/02/16 568 B. Gladman, J. J. Kavelaars, A. Morbidelli, M. J. Holman"
,1999 DE8,45.604,45.604,9.6,19990211,0.0,44.2,95.7,3.5,0.0,45.604,( 1d),MPC 35085,"1999/02/16 568 B. Gladman, J. J. Kavelaars, A. Morbidelli, M. J. Holman"
,1999 DD8,30.323,48.487,11.1,19990211,67.1,59.8,346.5,5.5,0.230,39.405,( 1d),MPC 35085,"1999/02/16 568 B. Gladman, J. J. Kavelaars, A. Morbidelli, M. J. Holman"
,1999 DC8,45.884,45.884,10.0,19990211,0.0,31.4,108.7,4.8,0.0,45.884,( 1d),MPC 35085,"1999/02/16 568 B. Gladman, J. J. Kavelaars, A. Morbidelli, M. J. Holman"
,1999 DB8,38.191,46.831,10.0,19990303,0.1,6.8,133.8,22.3,0.102,42.511,( 35d),MPC 35085,"1999/02/16 568 B. Gladman, J. J. Kavelaars, A. Morbidelli, M. J. Holman"
,1999 DA8,26.401,52.232,12.4,19990211,12.5,338.3,137.0,40.0,0.329,39.316,( 1d),MPC 34608,"1999/02/16 568 B. Gladman, J. J. Kavelaars, A. Morbidelli, M. J. Holman"
,1999 DZ7,28.876,49.948,8.8,19990211,180.7,348.4,330.7,14.3,0.267,39.412,( 1d),MPC 34608,"1999/02/16 568 B. Gladman, J. J. Kavelaars, A. Morbidelli, M. J. Holman"
,1999 DA,40.529,46.470,7.9,20170216,221.7,249.1,54.1,2.8,0.068,43.499,4,MPO 339366,"1999/02/16 568 B. Gladman, J. J. Kavelaars, A. Morbidelli, M. J. Holman"
,1999 CM158,28.514,51.021,7.7,20170216,35.1,165.7,338.9,9.3,0.283,39.768,5,MPO 377759,"1999/02/11 568 C. A. Trujillo, D. C. Jewitt, J. X. Luu"
,1999 CK158,38.042,43.975,8.3,20170216,61.7,317.5,127.7,17.1,0.072,41.008,4,MPO 273863,"1999/02/10 568 D. C. Jewitt, J. X. Luu, C. A. Trujillo"
,1999 CH154,42.820,43.629,7.8,20170216,80.6,267.4,164.9,0.8,0.009,43.225,4,MPO 335155,"1999/02/12 568 J. X. Luu, C. A. Trujillo, D. C. Jewitt"
,1999 CG154,39.261,47.238,7.4,20170216,249.9,168.2,100.6,0.8,0.092,43.249,3,MPO 357106,"1999/02/11 568 J. X. Luu, C. A. Trujillo, D. C. Jewitt"
,1999 CU153,41.533,47.249,7.2,20170216,67.0,300.5,139.3,2.7,0.064,44.391,6,MPO 273863,"1999/02/12 568 C. A. Trujillo, J. X. Luu, D. C. Jewitt"
,1999 CT153,40.940,49.281,8.1,19990211,360.0,357.7,163.1,4.5,0.092,45.111,( 32d),MPC 34332,"1999/02/11 568 C. A. Trujillo, J. X. Luu, D. C. Jewitt"
,1999 CS153,39.051,50.384,8.1,20170216,314.4,223.1,343.4,1.0,0.127,44.717,2,MPC 40073,"1999/02/11 568 C. A. Trujillo, J. X. Luu, D. C. Jewitt"
,1999 CR153,40.906,45.332,8.2,19990211,360.0,201.3,324.5,1.4,0.051,43.119,( 31d),MPC 34332,"1999/02/11 568 J. X. Luu, C. A. Trujillo, D. C. Jewitt"
,1999 CQ153,44.330,44.330,7.6,19990211,0.0,336.1,181.2,0.2,0.0,44.330,( 30d),MPC 34332,"1999/02/11 568 J. X. Luu, C. A. Trujillo, D. C. Jewitt"
,1999 CP153,38.171,52.215,7.7,20170216,122.4,246.6,122.8,3.0,0.155,45.193,2,MPC 40073,"1999/02/10 568 J. X. Luu, C. A. Trujillo, D. C. Jewitt"
,1999 CN153,41.911,43.273,7.7,19990303,180.1,179.4,153.0,7.5,0.016,42.592,( 56d),MPC 34607,"1999/02/11 568 C. A. Trujillo, J. X. Luu, D. C. Jewitt"
,1999 CM153,39.544,52.406,7.4,20170216,60.1,5.5,91.6,0.2,0.140,45.975,6,MPO 357106,"1999/02/11 568 C. A. Trujillo, J. X. Luu, D. C. Jewitt"
,1999 CR133,42.250,42.250,8.1,19990211,0.0,348.0,135.1,1.7,0.0,42.250,( 6d),MPC 34331,"1999/02/12 568 C. A. Trujillo, J. X. Luu, D. C. Jewitt"
,1999 CQ133,37.475,45.477,7.0,20170216,256.7,134.4,123.3,13.3,0.096,41.476,7,MPO 357106,"1999/02/12 568 C. A. Trujillo, J. X. Luu, D. C. Jewitt"
,1999 CA132,39.660,48.272,7.4,19990303,0.1,0.5,154.9,12.1,0.098,43.966,( 56d),MPC 34606,"1999/02/11 568 J. X. Luu, C. A. Trujillo, D. C. Jewitt"
,1999 CZ131,42.968,45.852,8.1,19990211,360.0,359.9,151.8,2.4,0.032,44.410,( 8d),MPC 34331,"1999/02/11 568 J. X. Luu, C. A. Trujillo, D. C. Jewitt"
,1999 CY131,37.995,49.851,8.1,19990211,360.0,0.1,148.2,25.2,0.135,43.923,( 8d),MPC 34331,"1999/02/11 568 C. A. Trujillo, J. X. Luu, D. C. Jewitt"
,1999 CX131,32.415,52.609,7.1,20170216,303.0,109.2,128.0,9.7,0.238,42.512,5,MPO 273863,"1999/02/11 568 C. A. Trujillo, J. X. Luu, D. C. Jewitt"
,1999 CW131,43.467,43.857,7.9,20170216,166.9,214.8,174.6,7.9,0.004,43.662,2,MPC 40073,"1999/02/10 568 C. A. Trujillo, J. X. Luu, D. C. Jewitt"
,1999 CN119,42.100,45.802,7.9,20170216,270.3,259.1,347.2,1.0,0.042,43.951,5,MPO 273863,"1999/02/11 568 J. X. Luu, C. A. Trujillo, D. C. Jewitt"
,1999 CM119,40.031,48.296,7.9,20170216,78.8,302.8,118.5,2.8,0.094,44.164,3,MPO 357106,"1999/02/11 568 J. X. Luu, C. A. Trujillo, D. C. Jewitt"
,1999 CL119,46.532,47.623,6.0,20170216,322.2,60.4,125.2,23.3,0.012,47.077,7,MPO 315178,"1999/02/11 568 J. X. Luu, C. A. Trujillo, D. C. Jewitt"
,1999 CK119,42.082,42.082,7.9,19990211,0.0,3.0,123.1,11.6,0.0,42.082,( 8d),MPC 34330,"1999/02/11 568 C. A. Trujillo, D. C. Jewitt, J. X. Luu"
,1999 CJ119,42.331,48.791,7.4,20170216,6.4,189.5,313.4,3.2,0.071,45.561,8,MPO 357106,"1999/02/11 568 C. A. Trujillo, D. C. Jewitt, J. X. Luu"
,1999 CH119,39.937,46.995,7.1,20170216,217.3,168.8,122.4,19.9,0.081,43.466,6,MPO 357106,"1999/02/11 568 C. A. Trujillo, D. C. Jewitt, J. X. Luu"
,1999 CD119,42.825,45.161,7.3,19990303,180.1,183.9,166.4,2.4,0.027,43.993,( 62d),MPC 34606,"1999/02/10 568 J. X. Luu, D. C. Jewitt, C. A. Trujillo"
,1999 CC119,41.566,48.634,7.2,20170216,305.8,61.3,190.4,0.5,0.078,45.100,6,MPO 357106,"1999/02/10 568 J. X. Luu, D. C. Jewitt, C. A. Trujillo"
,1999 CB119,40.923,53.661,7.0,20170216,24.5,352.1,168.1,8.7,0.135,47.292,7,MPO 368996,"1999/02/10 568 J. X. Luu, D. C. Jewitt, C. A. Trujillo"
,1999 CA119,45.153,45.153,7.7,19990323,181.8,319.9,24.9,0.3,0.0,45.153,( 86d),MPC 35084,"1999/02/10 568 D. C. Jewitt, C. A. Trujillo, J. X. Luu"
,1999 CX118,42.472,44.852,7.1,19990303,180.1,175.7,175.7,1.8,0.027,43.662,( 62d),MPC 34606,"1999/02/10 568 D. C. Jewitt, C. A. Trujillo, J. X. Luu"
,1999 CW118,43.455,43.455,7.8,19990323,198.7,173.5,154.5,0.8,0.0,43.455,( 86d),MPC 35084,"1999/02/10 568 D. C. Jewitt, C. A. Trujillo, J. X. Luu"
,1998 WZ31,32.918,45.978,8.1,20170216,36.2,352.6,50.6,14.6,0.166,39.448,4,MPO 230178,1998/11/19 695 M. W. Buie
,1998 WY31,39.752,50.627,6.9,20170216,296.9,108.2,63.7,2.0,0.120,45.189,5,MPO 331225,1998/11/18 695 M. W. Buie
,1998 WX31,40.601,50.191,6.7,20170216,11.0,43.4,37.6,3.0,0.106,45.396,6,MPO 357105,1998/11/18 695 M. W. Buie
,1998 WW31,40.636,48.422,6.7,20170216,140.0,49.6,237.1,6.8,0.087,44.529,6,MPO 230178,1998/11/18 695 M. W. Buie
,1998 WV31,28.567,49.643,7.5,20170216,68.5,273.2,58.6,5.7,0.269,39.105,5,MPO 339366,1998/11/19 695 M. W. Buie
,1998 WS31,31.481,47.023,8.3,20170216,22.7,28.5,16.1,6.7,0.198,39.252,5,MPO 368996,1998/11/18 695 M. W. Buie
,1998 WZ24,32.388,46.581,8.1,19981213,0.1,356.0,80.3,4.5,0.180,39.485,( 65d),MPC 35442,1998/11/18 695 M. W. Buie
,1998 WY24,41.431,44.942,6.8,20170216,341.7,17.6,102.6,1.9,0.041,43.186,5,MPO 235370,1998/11/18 695 M. W. Buie
,1998 WX24,41.267,45.141,6.6,20170216,201.0,174.9,60.8,0.9,0.045,43.204,5,MPO 235370,1998/11/18 695 M. W. Buie
,1998 WV24,37.437,40.291,7.4,20170216,89.0,154.3,183.9,1.5,0.037,38.864,7,MPO 357105,1998/11/18 695 M. W. Buie
,1998 WG24,39.753,51.422,6.7,20170216,342.8,36.4,88.3,2.2,0.128,45.588,7,MPO 281842,1998/11/18 695 M. W. Buie
,1998 UU43,31.618,41.112,7.0,20170216,290.0,280.2,231.4,9.6,0.131,36.365,6,MPO 235370,1998/10/22 695 M. W. Buie
,1998 UR43,30.774,47.970,8.3,20170216,2.9,19.3,53.9,8.8,0.218,39.372,5,MPO 368996,1998/10/22 695 M. W. Buie
,1998 KG66,45.201,45.201,8.9,19980507,0.0,358.4,199.7,3.5,0.0,45.201,( 10d),MPC 33346,"1998/05/29 807 R. L. Allen, M. Jarvis, G. Bernstein"
,1998 KF66,31.138,47.879,9.8,19980507,359.9,182.3,16.3,6.2,0.212,39.508,( 10d),MPC 33346,"1998/05/29 807 R. L. Allen, M. Jarvis, G. Bernstein"
,1998 KE66,42.063,42.063,9.0,19980507,0.0,178.6,19.3,2.8,0.0,42.063,( 10d),MPC 33346,"1998/05/29 807 R. L. Allen, M. Jarvis, G. Bernstein"
,1998 KD66,40.896,45.267,8.9,19980507,360.0,357.1,200.6,5.1,0.051,43.082,( 10d),MPC 33346,"1998/05/29 807 R. L. Allen, M. Jarvis, G. Bernstein"
,1998 KS65,42.223,45.156,7.7,20170216,31.0,192.4,102.7,1.2,0.034,43.690,4,MPO 41538,1998/05/29 807 G. Bernstein
,1998 KY61,42.173,46.345,7.3,20170216,202.8,0.9,122.9,2.1,0.047,44.259,6,MPO 357105,1998/05/29 807 G. Bernstein
,1998 HR151,39.934,51.079,8.6,19980527,0.1,359.7,194.7,6.6,0.122,45.506,( 63d),MPC 35078,"1998/04/28 568 J. X. Luu, C. A. Trujillo, D. J. Tholen, D. C. Jewitt"
,1998 HQ151,28.197,51.061,8.8,20170216,34.8,346.5,228.8,11.9,0.288,39.629,4,MPO 368996,"1998/04/28 568 C. A. Trujillo, D. C. Tholen, D. J. Jewitt, J. X. Luu"
,1998 HO151,38.010,45.281,8.2,20170216,225.2,223.4,123.4,16.7,0.087,41.645,4,MPO 335154,"1998/04/22 568 R. Wainscoat, J. Kormendy, D. C. Jewitt, J. X. Luu"
,1998 HN151,36.359,40.031,8.3,20170216,231.8,301.1,37.3,24.9,0.048,38.195,7,MPO 357105,"1998/04/21 568 J. Kormendy, R. Wainscoat, D. J. Tholen, D. C. Jewitt"
,1998 HL151,37.226,44.802,8.1,20170216,64.0,135.1,16.3,27.9,0.092,41.014,3,MPO 23458,"1998/04/29 568 D. C. Jewitt, J. X. Luu, C. A. Trujillo, D. J. Tholen"
,1998 HH151,31.908,47.373,8.4,20170216,3.6,34.5,194.7,8.8,0.195,39.641,6,MPO 339365,"1998/04/28 568 D. C. Jewitt, J. X. Luu, C. A. Trujillo, D. J. Tholen"
,1998 FS144,41.269,42.830,6.7,20170216,100.9,220.0,229.0,9.8,0.019,42.050,5,MPO 260732,1998/03/23 807 Northfield Mount Hermon School
,1997 UG25,43.307,43.307,8.5,19971019,0.0,5.4,59.9,0.6,0.0,43.307,( 1d),MPC 31591,"1997/10/26 950 E. Fletcher, M. Irwin, A. Fitzsimmons"
,1997 UF25,44.891,44.891,9.0,19971019,0.0,186.0,239.4,1.2,0.0,44.891,( 1d),MPC 31591,"1997/10/26 950 E. Fletcher, M. Irwin, A. Fitzsimmons"
,1997 TX8,31.986,46.637,8.5,19970929,0.3,117.4,239.9,9.0,0.186,39.312,( 24d),MPC 30908,"1997/10/05 675 E. F. Helin, D. L. Rabinowitz, M. Hicks"
,1997 SZ10,30.472,64.780,8.5,20170216,31.0,341.2,9.5,11.8,0.360,47.626,5,MPO 230177,1997/09/24 568 D. C. Jewitt
,1997 RL13,44.516,44.516,9.5,19970820,0.0,51.7,312.5,5.7,0.0,44.516,( 1d),MPC 31423,"1997/09/05 675 B. Gladman, P. Nicholson, J. A. Burns"
,1997 RX9,39.045,43.806,8.3,20170216,130.7,69.3,163.9,30.1,0.057,41.425,3,MPO 7447,1997/09/07 675 B. Gladman
,1997 RY6,41.360,41.360,7.5,19970929,2.2,37.9,318.5,12.4,0.0,41.360,( 52d),MPC 30904,"1997/09/06 950 S. F. Green, N. McBride"
,1997 QH4,39.094,45.908,7.0,20170216,318.5,75.3,355.8,13.2,0.080,42.501,5,MPO 357105,"1997/08/27 568 D. C. Jewitt, C. A. Trujillo, J. X. Luu, K. Berney"
,1997 GA45,39.894,47.883,8.0,19970402,360.0,0.3,177.1,8.3,0.091,43.889,( 5d),MPC 31590,1997/04/03 568 B. Gladman
,1997 CW29,36.271,42.480,6.5,19970221,179.7,188.5,110.7,19.0,0.079,39.375,( 27d),MPC 30244,"1997/02/08 568 J. X. Luu, D. C. Jewitt, C. A. Trujillo, J. Chen"
,1997 CV29,40.245,44.629,7.2,20170216,8.3,35.8,121.2,8.0,0.052,42.437,8,MPO 357105,"1997/02/06 568 J. Chen, C. A. Trujillo, D. C. Jewitt, J. X. Luu"
,1997 CT29,42.647,45.255,6.4,20170216,246.2,199.6,74.7,1.0,0.030,43.951,8,MPO 357105,"1997/02/02 568 D. C. Jewitt, J. X. Luu, J. Chen, C. A. Trujillo"
,1996 TS66,38.320,49.171,6.0,20170216,0.7,141.3,285.9,7.4,0.124,43.746,9,MPO 386732,"1996/10/12 568 D. C. Jewitt, J. X. Luu, C. A. Trujillo"
,1996 TK66,41.749,43.156,6.1,20170216,148.2,196.7,44.6,3.3,0.017,42.453,8,MPO 386732,1996/10/09 807 B. Schmidt and the High-Z team
,1996 RR20,32.344,46.460,6.8,20170216,143.7,48.1,163.6,5.3,0.179,39.402,6,MPO 230177,"1996/09/15 950 A. Fitzsimmons, M. J. Irwin, I. P. Williams"
,1996 RQ20,39.440,47.944,6.9,20170216,26.7,358.1,11.6,31.7,0.097,43.692,6,MPO 339365,1996/09/06 675 D. L. Rabinowitz
,1996 KY1,35.712,43.322,8.0,19960517,0.0,6.0,248.6,30.9,0.096,39.517,( 8d),MPC 27429,"1996/05/16 568 J. X. Luu, C. A. Trujillo, D. C. Jewitt"
,1996 KX1,35.704,43.381,8.5,19960517,360.0,17.9,197.5,1.5,0.097,39.543,( 2d),MPC 27429,"1996/05/22 568 J. Chen, C. A. Trujillo, D. C. Jewitt, J. X. Luu"
,1996 KV1,40.176,50.498,7.3,20170216,358.4,193.3,92.6,8.1,0.114,45.337,4,MPO 2623,"1996/05/21 568 C. A. Trujillo, D. C. Jewitt, J. X. Luu"
,1995 YY3,30.755,47.871,8.5,20170216,31.8,322.3,99.7,0.4,0.218,39.313,2,MPC 27920,"1995/12/24 568 J. Chen, D. C. Jewitt"
,1995 WY2,40.436,52.536,7.2,20170216,288.7,109.7,78.8,1.6,0.130,46.486,5,MPO 331225,"1995/11/18 568 D. C. Jewitt, J. X. Luu"
,1995 KK1,31.981,46.969,8.5,19950523,21.7,328.4,228.1,9.3,0.190,39.475,( 1d),MPC 25315,1995/05/30 568 D. C. Jewitt
,1995 KJ1,43.468,43.468,6.5,19950612,0.0,180.6,47.8,2.7,0.0,43.468,( 26d),MPC 25514,1995/05/30 568 J. Chen
,1995 HM5,29.575,50.134,7.7,20170216,354.3,59.8,186.6,4.8,0.258,39.855,6,MPO 206037,1995/04/26 807 J. X. Luu
,1995 GY7,41.347,41.347,7.5,19950324,0.0,203.5,34.5,0.9,0.0,41.347,( 1d),MPC 25408,1995/04/06 809 C.-I. Lagerkvist
,1995 GA7,34.751,44.160,7.5,19950324,63.9,100.2,21.0,3.5,0.119,39.455,( 2d),MPC 25186,"1995/04/03 568 J. Chen, D. C. Jewitt"
,1995 GJ,39.006,46.808,7.0,19950324,360.0,180.3,338.9,22.9,0.091,42.907,( 1d),MPC 25185,"1995/04/03 568 D. C. Jewitt, J. Chen"
,1995 FB21,42.426,42.426,7.5,19950324,0.0,209.6,28.4,0.7,0.0,42.426,( 9d),MPC 25408,"1995/03/29 413 S. F. Green, N. McBride"
,1995 DC2,41.605,47.202,7.2,20170216,277.9,114.4,154.1,2.3,0.063,44.403,7,MPO 331225,"1995/02/24 568 J. X. Luu, D. C. Jewitt"
,1995 DB2,40.246,53.307,7.6,20170216,22.8,2.8,128.6,4.1,0.140,46.777,6,MPO 339365,"1995/02/24 568 D. C. Jewitt, J. X. Luu"
,1994 TG2,42.448,42.448,7.0,19941015,0.0,358.7,353.3,2.2,0.0,42.448,( 32d),MPC 25715,1994/10/08 809 O. R. Hainaut
,1994 TH,40.940,40.940,7.0,19940925,0.0,356.6,12.1,16.1,0.0,40.940,( 3d),MPC 24084,"1994/10/03 568 J. Chen, D. C. Jewitt, G. Knopp"
,1994 TG,42.254,42.254,7.0,19940925,0.0,353.0,15.5,6.8,0.0,42.254,( 3d),MPC 24084,"1994/10/03 568 J. Chen, D. C. Jewitt, G. Knopp"
,1994 EV3,41.627,44.709,7.1,20170216,194.8,12.2,19.5,1.7,0.036,43.168,6,MPO 339365,"1994/03/13 568 D. C. Jewitt, J. X. Luu"
,1994 ES2,40.673,51.646,7.6,20170216,305.9,97.4,154.7,1.1,0.119,46.159,6,MPO 331225,"1994/03/13 568 J. X. Luu, D. C. Jewitt"
,1993 RP,34.863,43.795,9.0,19930910,360.0,180.6,192.1,2.6,0.114,39.329,( 2d),MPC 23493,"1993/09/15 568 D. C. Jewitt, J. X. Luu"
-472271,2014 UM33,36.151,49.570,4.7,20170216,269.6,269.6,236.6,17.4,0.157,42.861,7,MPO 383608,2014/10/22 G96 Mt. Lemmon Survey
-472262,2014 QN441,33.130,58.686,6.6,20170216,5.0,243.0,144.7,20.7,0.278,45.908,6,MPO 383605,2014/08/18 W84 Dark Energy Survey
-472232,2014 FW71,40.716,45.890,5.8,20170216,284.4,29.7,247.6,13.9,0.060,43.303,4,MPO 383597,2014/03/27 807 Cerro Tololo
-472231,2014 FU71,40.031,47.749,5.5,20170216,352.2,330.1,253.0,2.9,0.088,43.890,4,MPO 383597,2014/03/28 807 Cerro Tololo
-471954,2013 RM98,37.431,48.984,5.4,20170216,99.7,251.6,352.4,28.2,0.134,43.208,5,MPO 383526,2013/09/08 W84 DECam
-471921,2013 FC28,42.539,49.860,5.2,20170216,256.4,94.8,193.2,16.3,0.079,46.200,6,MPO 383517,"2013/03/17 807 S. S. Sheppard, C. A. Trujillo"
-471318,2011 JF31,36.110,47.264,5.2,20170216,86.9,254.2,236.8,27.7,0.134,41.687,5,MPO 383369,2011/05/03 809 La Silla
-471288,2011 GM27,42.691,45.219,5.1,20170216,71.5,215.9,257.2,13.0,0.029,43.955,5,MPO 383362,2011/04/02 809 La Silla
-471196,2010 PK66,40.518,40.885,5.3,20170216,105.9,235.4,331.6,13.7,0.005,40.702,6,MPO 383337,"2010/08/14 809 D. L. Rabinowitz, M. Schwamb, S. Tourtellotte"
-471165,2010 HE79,32.025,46.388,5.1,20170216,60.7,283.6,238.7,15.7,0.183,39.206,9,MPO 383328,"2010/04/21 304 S. S. Sheppard, R. Poleski, A. Udalski, C. A. Trujillo"
-471150,2010 FC49,37.178,41.152,5.7,20170216,258.6,295.1,1.7,39.7,0.051,39.165,8,MPO 383324,"2010/03/18 809 D. L. Rabinowitz, S. Tourtellotte"
-470596,2008 NW4,36.557,53.557,5.4,20170216,357.3,41.1,285.1,23.1,0.189,45.057,6,MPO 383183,2008/07/07 675 Palomar
-470523,2008 CS190,35.632,49.471,6.0,20170216,31.2,152.6,326.6,15.9,0.163,42.551,8,MPO 383164,2008/02/11 675 Palomar
-470443,2007 XV50,42.842,48.847,4.4,20170216,103.9,271.6,53.6,22.9,0.065,45.844,6,MPO 383145,2007/12/13 675 Palomar
-470316,2007 OC10,35.454,63.677,5.0,20170216,10.0,52.1,258.1,21.7,0.285,49.566,8,MPO 383113,2007/07/22 675 Palomar
-470308,2007 JH43,38.697,40.566,4.5,20170216,178.8,3.9,64.6,18.1,0.024,39.631,12,MPO 383111,2007/05/10 675 Palomar
-470083,2006 SG369,30.144,64.898,7.5,20170216,11.0,290.0,101.4,13.6,0.366,47.521,8,MPO 383055,"2006/09/16 705 A. C. Becker, A. W. Puckett, J. Kubica"
-470027,2006 RC103,35.972,47.496,5.9,20170216,329.2,86.6,310.4,17.2,0.138,41.734,9,MPO 383041,"2006/09/11 705 A. C. Becker, A. W. Puckett, J. Kubica"
-469987,2006 HJ123,27.656,51.669,5.9,20170216,311.1,101.2,222.5,12.4,0.303,39.662,7,MPO 383031,2006/04/27 807 M. W. Buie
-469708,2005 GE187,26.616,52.588,7.3,20170216,338.9,85.2,205.3,18.2,0.328,39.602,7,MPO 382958,2005/04/12 695 M. W. Buie
-469707,2005 GB187,30.149,49.354,7.0,20170216,19.9,349.7,217.0,14.7,0.242,39.751,7,MPO 382958,2005/04/10 695 M. W. Buie
-469705,2005 EF298,40.060,48.554,5.9,20170216,337.8,75.8,118.0,2.9,0.096,44.307,10,MPO 382957,2005/03/11 695 M. W. Buie
-469704,2005 EZ296,33.549,45.977,6.7,20170216,336.8,211.1,24.4,1.8,0.156,39.763,8,MPO 382957,2005/03/09 695 M. W. Buie
-469615,2004 PT107,38.212,42.719,5.8,20170216,356.0,17.8,320.9,26.1,0.056,40.465,9,MPO 382931,2004/08/13 807 M. W. Buie
-469610,2004 HF79,42.134,44.943,6.3,20170216,340.2,188.5,76.7,1.5,0.032,43.539,6,MPO 382930,2004/04/24 568 B. Gladman
-469584,2003 YW179,35.729,48.913,6.8,20170216,13.4,19.9,97.2,2.4,0.156,42.321,7,MPO 382923,2003/12/24 568 Mauna Kea
-469514,2003 QA91,41.265,47.221,5.6,20170216,271.2,333.5,104.7,2.4,0.067,44.243,8,MPO 382903,2003/08/24 807 M. W. Buie
-469509,2003 HC57,41.244,47.461,5.8,20170216,307.7,40.2,234.0,1.0,0.070,44.353,6,MPO 382901,2003/04/26 568 Mauna Kea
-469506,2003 FF128,31.045,48.558,6.7,20170216,348.0,169.5,91.7,1.9,0.220,39.801,7,MPO 382900,2003/03/31 695 M. W. Buie
-469505,2003 FE128,35.852,60.915,6.3,20170216,7.6,54.0,169.1,3.4,0.259,48.384,7,MPO 382900,2003/03/31 695 M. W. Buie
-469438,2002 GV31,40.010,48.667,6.4,20170216,348.9,130.3,59.2,2.2,0.098,44.338,10,MPO 382881,2002/04/06 807 M. W. Buie
-469421,2001 XD255,35.056,43.968,5.6,20170216,284.3,109.2,106.7,18.1,0.113,39.512,9,MPO 382875,"2001/12/09 568 S. S. Sheppard, D. C. Jewitt, J. Kleyna"
-469420,2001 XP254,33.041,51.677,7.4,20170216,2.3,181.9,304.9,2.6,0.220,42.359,7,MPO 382875,"2001/12/10 568 D. C. Jewitt, S. S. Sheppard, J. Kleyna"
-469372,2001 QF298,34.739,43.755,5.2,20170216,155.0,41.9,164.2,22.4,0.115,39.247,10,MPO 382862,2001/08/19 807 M. W. Buie
-469362,2001 KB77,28.405,51.236,7.4,20170216,349.7,52.3,222.9,17.5,0.287,39.820,6,MPO 382859,2001/05/23 807 M. W. Buie
-469361,2001 HY65,38.120,48.845,6.2,20170216,50.7,317.3,188.1,17.1,0.123,43.483,10,MPO 382859,"2001/04/26 568 K. J. Meech, M. W. Buie"
-469306,1999 CD158,37.487,50.155,5.0,20170216,250.1,143.2,119.0,25.5,0.145,43.821,7,MPO 382842,"1999/02/10 568 J. X. Luu, D. C. Jewitt, C. A. Trujillo"
-468422,2000 FA8,42.670,45.859,7.5,20170216,350.8,3.9,212.7,0.8,0.036,44.264,5,MPO 380450,"2000/03/27 568 J. J. Kavelaars, B. Gladman, J.-M. Petit, M. J. Holman"
-456826,2007 TH422,28.471,49.953,7.6,20170216,14.9,313.0,96.3,28.6,0.274,39.212,4,MPO 361824,"2007/10/03 705 A. C. Becker, A. W. Puckett, J. Kubica"
-455502,2003 UZ413,30.319,47.862,4.3,20170216,110.9,144.5,136.1,12.0,0.224,39.090,19,MPO 386700,2003/10/21 644 Palomar
-455209,2001 KT76,41.276,49.559,7.1,20170216,56.5,348.2,184.4,1.7,0.091,45.417,4,MPO 361372,2001/05/24 807 M. W. Buie
