Designation (and name),Prov. Des.,q,Q,H,Epoch,M,Peri.,Node,Incl.,e,a,Opps.,Ref.,"Discovery date, site and discoverer(s)"
,2014 QS441,43.070,50.577,5.5,20170216,308.7,269.0,186.0,38.0,0.080,46.823,2,MPO 392452,2014/08/19 W84 Dark Energy Survey
,2014 QM441,28.515,50.319,8.5,20170216,356.5,313.1,96.0,18.3,0.277,39.417,2,MPO 369226,2014/08/21 W84 Dark Energy Survey
,2014 QL441,36.139,60.513,6.5,20170216,13.2,292.7,75.7,26.3,0.252,48.326,2,MPO 392452,2014/08/18 W84 Dark Energy Survey
,2014 QF433,39.905,52.560,6.0,20170216,62.4,167.2,83.8,4.7,0.137,46.233,2,MPO 343637,2014/08/25 F51 Pan-STARRS 1
,2014 PS70,35.067,45.313,6.4,20140811,281.9,96.7,347.2,15.7,0.127,40.190,( 47d),MPO 386888,2014/08/03 F51 Pan-STARRS 1
,2014 PN70,41.837,46.798,10.3,20170216,280.5,233.1,136.3,4.1,0.056,44.317,2,MPO 364084,2014/08/06 250
,2014 OM394,40.288,47.348,5.8,20170216,143.8,169.3,43.1,2.4,0.081,43.818,3,MPO 384322,2014/07/31 F51 Pan-STARRS 1
,2014 OL394,30.775,52.943,7.4,20170216,0.8,171.9,208.4,4.6,0.265,41.859,4,MPO 384322,2014/07/30 F51 Pan-STARRS 1
,2014 OK394,35.416,48.897,6.0,20170216,26.2,248.2,128.5,4.1,0.160,42.156,5,MPO 384322,2014/07/28 F51 Pan-STARRS 1
,2014 OH394,38.620,52.798,5.7,20170216,314.2,74.5,290.3,9.7,0.155,45.709,2,MPO 384321,2014/07/25 F51 Pan-STARRS 1
,2014 OG394,36.614,40.512,6.1,20170216,283.3,5.5,127.5,4.4,0.051,38.563,3,MPO 384321,2014/07/28 F51 Pan-STARRS 1
,2014 OF394,40.231,52.974,5.8,20170216,7.1,347.0,354.5,22.4,0.137,46.603,(143d),MPO 384321,2014/07/28 F51 Pan-STARRS 1
,2014 OE394,40.848,52.070,4.6,20170216,70.2,260.0,308.9,3.9,0.121,46.459,5,MPO 384321,2014/07/28 F51 Pan-STARRS 1
,2014 OD394,40.327,48.328,5.3,20140920,159.8,74.8,130.3,11.3,0.090,44.328,(115d),MPO 386888,2014/07/31 F51 Pan-STARRS 1
,2014 OC394,41.783,44.778,6.2,20140811,352.6,266.1,94.8,2.5,0.035,43.281,( 53d),MPO 386888,2014/07/28 F51 Pan-STARRS 1
,2014 OB394,35.020,57.779,6.1,20170216,350.3,10.4,8.1,20.8,0.245,46.400,4,MPO 392451,2014/07/26 F51 Pan-STARRS 1
,2014 OA394,38.042,54.905,6.5,20170216,11.5,320.5,355.7,4.4,0.181,46.474,4,MPO 384321,2014/07/25 F51 Pan-STARRS 1
,2014 OZ393,37.643,54.397,6.1,20170216,13.4,184.3,211.3,16.7,0.182,46.020,4,MPO 384320,2014/07/31 F51 Pan-STARRS 1
,2014 OV393,40.153,44.787,5.8,20140811,275.1,346.2,65.0,3.5,0.055,42.470,( 28d),MPO 386888,2014/07/28 F51 Pan-STARRS 1
,2014 OS393,42.861,45.021,10.1,20140831,51.3,88.9,138.3,3.8,0.025,43.941,( 85d),MPO 369214,2014/07/30 250
,2014 NC66,36.959,57.571,6.5,20170216,1.5,197.6,138.8,43.9,0.218,47.265,5,MPO 384319,2014/07/08 F51 Pan-STARRS 1
,2014 NB66,41.805,49.184,5.4,20170216,219.2,196.3,299.9,4.9,0.081,45.494,3,MPO 384319,2014/07/07 F51 Pan-STARRS 1
,2014 NA66,33.687,51.664,6.8,20170216,17.0,354.6,307.4,16.1,0.211,42.675,3,MPO 384319,2014/07/07 F51 Pan-STARRS 1
,2014 NZ65,36.145,51.839,5.8,20170216,59.2,274.2,342.9,28.8,0.178,43.992,5,MPO 384319,2014/07/06 F51 Pan-STARRS 1
,2014 NY65,36.074,45.626,6.3,20140811,272.9,161.5,257.3,18.5,0.117,40.850,( 81d),MPO 386888,2014/07/03 F51 Pan-STARRS 1
,2014 MH70,32.464,46.139,5.6,20170216,139.0,89.8,97.6,3.3,0.174,39.302,3,MPO 384318,2014/06/28 F51 Pan-STARRS 1
,2014 MG70,41.077,45.555,5.8,20170216,319.7,37.7,325.2,12.2,0.052,43.316,5,MPO 384318,2014/06/27 F51 Pan-STARRS 1
,2014 MF70,29.918,49.323,6.4,20170216,314.7,183.2,125.9,4.8,0.245,39.620,3,MPO 384318,2014/06/21 F51 Pan-STARRS 1
,2014 ME70,36.145,49.206,6.4,20170216,25.3,273.1,1.0,7.8,0.153,42.675,3,MPO 384318,2014/06/30 F51 Pan-STARRS 1
,2014 MD70,36.483,62.483,6.7,20170216,1.4,279.2,58.9,11.0,0.263,49.483,3,MPO 384318,2014/06/28 F51 Pan-STARRS 1
,2014 MC70,39.400,50.678,5.9,20170216,9.0,280.7,25.5,7.7,0.125,45.039,4,MPO 384317,2014/06/27 F51 Pan-STARRS 1
,2014 MB70,41.160,51.394,5.8,20170216,22.6,317.8,351.4,9.3,0.111,46.277,4,MPO 384317,2014/06/26 F51 Pan-STARRS 1
,2014 MA70,39.808,47.024,5.1,20170216,39.9,87.4,200.1,4.3,0.083,43.416,4,MPO 384317,2014/06/26 F51 Pan-STARRS 1
,2014 MZ69,36.887,54.932,5.9,20170216,51.3,248.3,20.7,12.9,0.197,45.910,5,MPO 384317,2014/06/28 F51 Pan-STARRS 1
,2014 MY69,38.043,42.580,5.5,20170216,128.7,200.3,1.0,17.5,0.056,40.311,5,MPO 384317,2014/06/28 F51 Pan-STARRS 1
,2014 MU69,42.718,45.962,10.9,20170216,310.1,178.1,158.9,2.5,0.037,44.340,2,MPO 364039,2014/06/26 250
,2014 MT69,38.734,47.726,11.7,20140702,275.3,236.0,140.9,3.2,0.104,43.230,( 40d),MPO 369203,2014/06/24 250
,2014 LT28,41.159,47.352,5.7,20170216,34.0,197.1,63.7,10.0,0.070,44.256,4,MPO 384316,2014/06/04 F51 Pan-STARRS 1
,2014 LS28,40.682,46.431,5.8,20170216,302.3,182.7,116.0,3.8,0.066,43.556,3,MPO 384315,2014/06/03 F51 Pan-STARRS 1
,2014 LR28,41.386,46.421,5.0,20170216,150.3,21.0,146.7,1.5,0.057,43.904,3,MPO 384315,2014/06/05 F51 Pan-STARRS 1
,2014 LQ28,39.441,47.449,5.7,20170216,338.5,158.7,223.4,1.3,0.092,43.445,4,MPO 384315,2014/06/03 F51 Pan-STARRS 1
,2014 LP28,39.114,42.882,5.9,20170216,15.7,131.6,177.4,16.1,0.046,40.998,3,MPO 384315,2014/06/03 F51 Pan-STARRS 1
,2014 LO28,37.872,47.793,5.2,20170216,305.5,107.8,287.2,25.6,0.116,42.832,5,MPO 384315,2014/06/01 F51 Pan-STARRS 1
,2014 KD102,30.679,48.734,7.1,20170216,2.5,57.9,197.4,7.3,0.227,39.706,3,MPO 384314,2014/05/28 F51 Pan-STARRS 1
,2014 KC102,28.895,50.209,6.9,20170216,335.8,136.5,162.8,12.6,0.269,39.552,2,MPO 384314,2014/05/28 F51 Pan-STARRS 1
,2014 KY101,31.537,47.770,6.2,20170216,42.6,92.7,96.3,9.7,0.205,39.653,3,MPO 384313,2014/05/23 F51 Pan-STARRS 1
,2014 KX101,30.145,49.580,7.4,20170216,19.7,86.7,129.4,4.0,0.244,39.863,3,MPO 384313,2014/05/23 F51 Pan-STARRS 1
,2014 KW101,37.299,44.178,5.8,20170216,48.7,51.2,200.1,19.3,0.084,40.738,4,MPO 384313,2014/05/31 F51 Pan-STARRS 1
,2014 KV101,29.238,50.003,7.0,20170216,325.1,128.4,160.4,16.8,0.262,39.620,5,MPO 384313,2014/05/21 F51 Pan-STARRS 1
,2014 KU101,34.187,45.621,6.0,20170216,45.0,104.1,62.0,6.2,0.143,39.904,5,MPO 384312,2014/05/21 F51 Pan-STARRS 1
,2014 KT101,31.881,52.833,6.7,20170216,350.0,205.8,66.4,9.9,0.247,42.357,3,MPO 384312,2014/05/21 F51 Pan-STARRS 1
,2014 KS101,37.480,39.813,6.2,20170216,348.1,54.0,217.4,24.1,0.030,38.646,3,MPO 384312,2014/05/23 F51 Pan-STARRS 1
,2014 JV80,28.829,68.454,7.4,20170216,354.0,148.8,127.0,8.2,0.407,48.641,3,MPO 384311,2014/05/07 F51 Pan-STARRS 1
,2014 JT80,31.026,48.591,7.1,20170216,335.4,149.6,146.0,14.5,0.221,39.809,3,MPO 384311,2014/05/07 F51 Pan-STARRS 1
,2014 JS80,40.013,56.210,5.5,20170216,357.8,174.4,125.9,15.1,0.168,48.112,3,MPO 384311,2014/05/06 F51 Pan-STARRS 1
,2014 JR80,35.859,42.913,4.9,20170216,244.7,299.3,119.1,15.4,0.090,39.386,3,MPO 384311,2014/05/06 F51 Pan-STARRS 1
,2014 JQ80,30.839,48.621,7.0,20170216,18.7,97.3,109.8,8.0,0.224,39.730,3,MPO 384311,2014/05/08 F51 Pan-STARRS 1
,2014 JP80,36.524,42.361,4.9,20170216,199.5,322.5,146.2,19.4,0.074,39.442,4,MPO 384310,2014/05/07 F51 Pan-STARRS 1
,2014 JO80,27.852,50.993,7.4,20170216,36.4,347.5,196.3,15.7,0.293,39.423,3,MPO 384310,2014/05/07 F51 Pan-STARRS 1
,2014 JN80,37.047,46.028,6.3,20140612,323.3,154.6,138.7,17.7,0.108,41.538,(104d),MPO 386888,2014/05/07 F51 Pan-STARRS 1
,2014 JL80,28.410,51.057,7.1,20170216,352.9,118.1,129.3,6.2,0.285,39.734,5,MPO 384310,2014/05/04 F51 Pan-STARRS 1
,2014 JK80,31.718,47.494,6.1,20170216,312.6,151.8,156.9,20.0,0.199,39.606,4,MPO 384310,2014/05/04 F51 Pan-STARRS 1
,2014 JJ80,31.270,54.452,5.5,20170216,338.9,98.3,261.5,18.7,0.270,42.861,5,MPO 384309,2014/05/07 F51 Pan-STARRS 1
,2014 JH80,33.971,52.813,6.6,20170216,348.3,27.4,306.1,47.4,0.217,43.392,4,MPO 384309,2014/05/07 F51 Pan-STARRS 1
,2014 HD200,36.893,42.145,6.5,20170216,60.6,88.3,67.9,14.8,0.066,39.519,3,MPO 384308,2014/04/29 F51 Pan-STARRS 1
,2014 HB200,29.919,49.646,7.0,20170216,356.6,185.6,39.7,9.0,0.248,39.783,2,MPO 384307,2014/04/28 F51 Pan-STARRS 1
,2014 HZ199,36.560,50.311,4.8,20170216,60.9,86.0,57.1,27.8,0.158,43.435,6,MPO 384307,2014/04/29 F51 Pan-STARRS 1
,2014 HX199,30.626,49.208,6.9,20170216,354.0,132.0,109.8,14.7,0.233,39.917,4,MPO 384307,2014/04/24 F51 Pan-STARRS 1
,2014 HW199,38.006,55.170,5.7,20170216,25.9,340.4,222.7,15.4,0.184,46.588,3,MPO 384306,2014/04/30 F51 Pan-STARRS 1
,2014 HV199,37.592,38.556,6.2,20170216,191.4,310.7,87.9,24.4,0.013,38.074,4,MPO 384306,2014/04/30 F51 Pan-STARRS 1
,2014 HU199,40.234,46.730,6.1,20170216,316.1,132.8,118.2,8.5,0.075,43.482,4,MPO 384306,2014/04/30 F51 Pan-STARRS 1
,2014 HT199,29.839,49.409,7.1,20170216,351.2,172.1,73.5,14.4,0.247,39.624,3,MPO 384306,2014/04/29 F51 Pan-STARRS 1
,2014 GM54,24.153,55.371,6.9,20170216,17.6,72.7,159.8,54.3,0.393,39.762,5,MPO 384306,2014/04/09 F51 Pan-STARRS 1
,2014 GK54,26.601,52.971,7.8,20170216,352.9,12.4,234.2,24.0,0.331,39.786,3,MPO 384305,2014/04/05 F51 Pan-STARRS 1
,2014 GJ54,28.700,50.780,7.3,20170216,340.0,36.6,233.1,17.2,0.278,39.740,3,MPO 384305,2014/04/05 F51 Pan-STARRS 1
,2014 GF54,32.078,47.762,6.8,20170216,11.6,234.2,331.6,8.8,0.196,39.920,4,MPO 384305,2014/04/05 F51 Pan-STARRS 1
,2014 GE54,35.528,60.761,6.3,20170216,30.3,27.9,134.0,17.0,0.262,48.144,3,MPO 384305,2014/04/05 F51 Pan-STARRS 1
,2014 GC54,29.158,50.067,6.8,20170216,12.9,131.7,67.4,20.1,0.264,39.612,5,MPO 384304,2014/04/04 F51 Pan-STARRS 1
,2014 GB54,28.446,50.287,7.3,20140413,339.2,53.0,204.2,26.0,0.277,39.367,( 47d),MPO 386887,2014/04/04 F51 Pan-STARRS 1
,2014 GA54,31.033,51.656,7.0,20170216,342.4,148.5,128.5,15.8,0.249,41.345,4,MPO 384304,2014/04/05 F51 Pan-STARRS 1
,2014 GZ53,42.316,46.122,6.0,20170216,3.0,130.5,84.6,5.9,0.043,44.219,4,MPO 384304,2014/04/05 F51 Pan-STARRS 1
,2014 GY53,27.886,51.560,6.6,20170216,32.5,23.0,137.2,16.2,0.298,39.723,5,MPO 384304,2014/04/05 F51 Pan-STARRS 1
,2014 GX53,35.066,46.968,5.2,20170216,353.8,129.0,97.2,14.5,0.145,41.017,5,MPO 384303,2014/04/05 F51 Pan-STARRS 1
,2014 GW53,38.041,45.015,5.4,20170216,295.1,235.2,54.9,21.9,0.084,41.528,4,MPO 384303,2014/04/04 F51 Pan-STARRS 1
,2014 GU53,36.195,51.312,5.6,20170216,320.3,115.9,178.4,23.5,0.173,43.753,3,MPO 384303,2014/04/08 F51 Pan-STARRS 1
,2014 GT53,41.897,51.176,5.4,20170216,285.3,280.5,33.8,12.1,0.100,46.537,5,MPO 384302,2014/04/05 F51 Pan-STARRS 1
,2014 GS53,30.384,36.896,6.2,20170216,103.8,336.5,132.2,15.2,0.097,33.640,4,MPO 384302,2014/04/04 F51 Pan-STARRS 1
,2014 FG72,36.694,56.476,6.8,20170216,150.5,167.6,193.1,34.8,0.212,46.585,2,MPO 389119,2014/03/24 807
,2014 FA72,42.231,55.591,7.2,20170216,180.1,49.3,322.0,5.1,0.137,48.911,2,MPO 380710,"2014/03/25 807 S. S. Sheppard, C. A. Trujillo"
,2014 FY71,34.624,52.958,5.1,20170216,47.0,244.4,241.9,18.5,0.209,43.791,3,MPO 386886,2014/03/28 807
,2014 FT71,37.721,49.865,4.7,20170216,235.3,349.6,346.3,27.9,0.139,43.793,4,MPO 386886,2014/03/24 807
,2014 FB62,32.258,47.418,7.8,20170216,11.5,351.8,187.8,6.0,0.190,39.838,4,MPO 389118,2014/03/30 W84 DECam
,2014 FX61,36.740,49.859,7.8,20170216,331.6,43.3,189.3,21.5,0.151,43.300,2,MPO 378310,2014/03/30 W84 DECam
,2014 FP43,38.102,52.143,6.3,20170216,33.7,131.1,5.5,28.2,0.156,45.122,3,MPO 389118,2014/03/24 F51 Pan-STARRS 1
,2014 EA52,37.356,46.044,5.2,20170216,339.8,89.2,140.5,19.0,0.104,41.700,2,MPO 384300,2014/03/09 F51 Pan-STARRS 1
,2014 DU143,31.930,41.554,6.4,20170216,231.6,186.9,144.4,13.6,0.131,36.742,4,MPO 384299,2014/02/26 F51 Pan-STARRS 1
,2014 DR143,28.122,50.844,5.5,20170216,132.5,357.0,40.0,10.3,0.288,39.483,4,MPO 384298,2014/02/26 F51 Pan-STARRS 1
,2014 DP143,29.297,50.223,7.4,20170216,348.3,34.8,201.9,24.1,0.263,39.760,2,MPO 384298,2014/02/25 F51 Pan-STARRS 1
,2014 DO143,42.700,52.878,5.4,20170216,349.3,331.3,180.6,4.2,0.106,47.789,4,MPO 384298,2014/02/20 F51 Pan-STARRS 1
,2014 DN143,44.120,50.758,5.1,20170216,285.4,314.5,303.6,6.8,0.070,47.439,3,MPO 384298,2014/02/28 F51 Pan-STARRS 1
,2014 DM143,41.296,48.996,5.4,20170216,225.5,267.4,67.4,10.7,0.085,45.146,3,MPO 384298,2014/02/26 F51 Pan-STARRS 1
,2014 DL143,36.725,57.953,5.9,20170216,335.4,208.1,18.9,9.3,0.224,47.339,4,MPO 384297,2014/02/26 F51 Pan-STARRS 1
,2014 DK143,35.719,49.402,5.3,20170216,85.3,338.6,153.4,10.9,0.161,42.560,5,MPO 384297,2014/02/28 F51 Pan-STARRS 1
,2014 DJ143,37.242,39.060,6.3,20170216,28.5,105.2,99.7,6.9,0.024,38.151,3,MPO 384297,2014/02/28 F51 Pan-STARRS 1
,2014 DH143,31.004,42.391,6.5,20170216,251.6,196.2,119.3,4.5,0.155,36.697,4,MPO 384297,2014/02/26 F51 Pan-STARRS 1
,2014 DF143,40.861,45.013,5.3,20170216,85.9,76.5,35.6,23.7,0.048,42.937,6,MPO 384297,2014/02/28 F51 Pan-STARRS 1
,2014 DE143,43.064,43.950,5.7,20170216,225.2,148.7,164.1,6.5,0.010,43.507,5,MPO 384297,2014/02/28 F51 Pan-STARRS 1
,2014 DD143,43.043,45.168,5.9,20170216,5.7,328.6,199.3,1.9,0.024,44.106,4,MPO 384296,2014/02/28 F51 Pan-STARRS 1
,2014 CQ23,38.861,53.745,5.4,20170216,301.4,235.4,30.7,8.7,0.161,46.303,4,MPO 384294,2014/02/10 F51 Pan-STARRS 1
,2014 CO23,36.494,51.758,5.1,20170216,86.8,51.5,20.4,7.9,0.173,44.126,5,MPO 384294,2014/02/09 F51 Pan-STARRS 1
,2014 BX64,40.105,43.895,5.6,20170216,86.5,82.3,323.1,11.1,0.045,42.000,4,MPO 384293,2014/01/24 F51 Pan-STARRS 1
,2014 BW64,30.349,61.581,6.2,20170216,40.0,103.0,320.1,15.7,0.340,45.965,3,MPO 384292,2014/01/24 F51 Pan-STARRS 1
,2014 BV64,39.346,52.681,4.5,20170216,263.8,345.1,279.2,15.4,0.145,46.014,4,MPO 384292,2014/01/26 F51 Pan-STARRS 1
,2014 BZ57,36.824,49.293,4.8,20170216,336.3,264.1,274.5,27.0,0.145,43.059,5,MPO 384292,2014/01/24 809
,2014 AM55,40.640,53.983,5.0,20170216,269.0,110.6,131.8,7.2,0.141,47.311,7,MPO 384291,2014/01/05 F51 Pan-STARRS 1
,2014 AL55,32.862,54.931,6.4,20170216,329.2,74.7,104.6,4.3,0.251,43.897,4,MPO 384291,2014/01/01 F51 Pan-STARRS 1
,2013 XD26,36.066,45.354,6.9,20170216,357.9,187.7,351.8,30.1,0.114,40.710,5,MPO 384287,2013/12/04 F51 Pan-STARRS 1
,2013 XC26,32.687,52.331,4.4,20170216,311.3,146.8,43.4,18.7,0.231,42.509,4,MPO 392431,2013/12/06 F51 Pan-STARRS 1
,2013 XB26,45.278,46.688,5.1,20170216,342.8,259.3,292.2,3.6,0.015,45.983,5,MPO 384287,2013/12/04 F51 Pan-STARRS 1
,2013 VJ24,39.025,54.109,6.4,20131104,175.6,112.8,82.3,8.8,0.162,46.567,( 32d),MPO 392430,2013/11/05 807
,2013 VF24,26.533,52.004,7.8,20170216,6.5,304.3,113.7,19.8,0.324,39.269,4,MPO 384285,2013/11/06 F51 Pan-STARRS 1
,2013 UK15,39.042,55.330,6.1,20170216,202.8,54.6,119.6,11.7,0.173,47.186,2,MPO 389100,2013/10/29 304
,2013 UF15,35.340,48.861,6.0,20170216,0.0,9.9,39.4,12.4,0.161,42.100,6,MPO 392430,2013/10/25 F51 Pan-STARRS 1
,2013 TM159,38.657,53.794,6.5,20170216,351.4,294.7,107.9,9.5,0.164,46.226,4,MPO 384283,2013/10/03 F51 Pan-STARRS 1
,2013 TH159,36.930,44.655,8.6,20170216,87.4,232.0,62.4,33.7,0.095,40.793,2,MPO 343609,2013/10/03 W84 Dark Energy Survey
,2013 SA87,38.720,44.413,7.1,20170216,17.1,141.1,207.5,40.9,0.068,41.566,4,MPO 392429,2013/09/23 G36
,2013 RD98,30.044,48.560,7.5,20170216,128.4,104.1,144.9,19.6,0.236,39.302,3,MPO 369193,2013/09/12 W84 Dark Energy Survey
,2013 RB98,31.219,52.841,6.6,20170216,287.8,351.3,147.1,22.0,0.257,42.030,2,MPO 328223,2013/09/01 W84 Dark Energy Survey
,2013 QP95,33.698,47.226,7.2,20170216,316.3,19.9,71.3,25.5,0.167,40.462,2,MPO 327138,2013/08/30 W84 Dark Energy Survey
,2013 QO95,38.668,40.937,6.6,20170216,356.5,313.9,83.1,20.6,0.029,39.802,3,MPO 369192,2013/08/30 W84 Dark Energy Survey
,2013 PX74,33.313,45.629,5.7,20170216,174.3,127.2,43.0,7.8,0.156,39.471,3,MPO 384281,2013/08/09 F51 Pan-STARRS 1
,2013 PW74,33.458,42.503,7.0,20170216,50.9,290.0,353.5,25.8,0.119,37.980,4,MPO 384281,2013/08/09 F51 Pan-STARRS 1
,2013 PV74,38.517,61.215,5.4,20170216,29.3,236.6,48.9,2.3,0.228,49.866,5,MPO 384281,2013/08/04 F51 Pan-STARRS 1
,2013 NM24,37.660,52.154,5.9,20170216,282.1,85.1,335.2,30.8,0.161,44.907,3,MPO 384279,2013/07/14 F51 Pan-STARRS 1
,2013 NL24,24.598,54.601,8.0,20170216,15.9,289.6,1.9,4.7,0.379,39.599,4,MPO 384279,2013/07/14 F51 Pan-STARRS 1
,2013 NK24,35.625,47.660,6.4,20170216,13.7,329.3,320.1,26.8,0.145,41.642,3,MPO 384279,2013/07/13 F51 Pan-STARRS 1
,2013 MA12,38.773,44.126,5.4,20170216,246.9,319.4,115.0,23.4,0.065,41.450,3,MPO 384278,2013/06/30 F51 Pan-STARRS 1
,2013 LY35,40.457,45.350,5.8,20170216,307.5,12.5,294.6,8.7,0.057,42.903,4,MPO 384278,2013/06/12 F51 Pan-STARRS 1
,2013 JW65,32.291,63.997,6.7,20170216,22.0,272.6,292.9,5.7,0.329,48.144,4,MPO 384277,2013/05/11 F51 Pan-STARRS 1
,2013 JV65,41.290,44.652,6.2,20170216,326.2,271.5,358.3,3.2,0.039,42.971,3,MPO 384277,2013/05/05 F51 Pan-STARRS 1
,2013 JT65,37.486,56.422,8.0,20170216,55.4,0.1,170.2,8.6,0.202,46.954,3,MPO 347306,2013/05/08 568 Outer Solar System Origins Survey
,2013 JS65,39.675,41.945,8.4,20170216,16.1,29.1,201.5,13.7,0.028,40.810,2,MPO 347306,2013/05/08 568 Outer Solar System Origins Survey
,2013 JR65,37.530,55.507,7.9,20170216,335.3,182.9,98.2,11.7,0.193,46.518,3,MPO 347306,2013/05/08 568 Outer Solar System Origins Survey
,2013 JQ65,38.910,50.221,8.2,20170216,46.3,54.5,131.4,8.4,0.127,44.565,3,MPO 347306,2013/05/07 568 Outer Solar System Origins Survey
,2013 JP65,38.741,44.331,8.0,20170216,64.1,339.1,192.0,12.4,0.067,41.536,3,MPO 347306,2013/05/07 568 Outer Solar System Origins Survey
,2013 JO65,39.093,46.283,8.3,20170216,320.3,113.3,175.0,9.9,0.084,42.688,3,MPO 347306,2013/05/07 568 Outer Solar System Origins Survey
,2013 JN65,40.653,41.171,7.4,20170216,173.3,346.6,79.9,19.6,0.006,40.912,2,MPO 347306,2013/05/07 568 Outer Solar System Origins Survey
,2013 JM65,41.476,52.602,7.1,20170216,205.5,307.0,92.2,11.2,0.118,47.039,2,MPO 347305,2013/05/07 568 Outer Solar System Origins Survey
,2013 JL65,30.296,48.816,9.1,20170216,52.5,26.7,145.6,7.3,0.234,39.556,3,MPO 347305,2013/05/08 568 Outer Solar System Origins Survey
,2013 JK65,29.327,50.064,9.6,20170216,349.0,185.7,83.1,20.0,0.261,39.696,3,MPO 347305,2013/05/08 568 Outer Solar System Origins Survey
,2013 JJ65,29.475,49.715,7.5,20170216,88.8,275.2,214.8,19.8,0.256,39.595,3,MPO 347305,2013/05/08 568 Outer Solar System Origins Survey
,2013 JH65,28.062,50.986,9.4,20170216,344.8,116.8,160.5,7.6,0.290,39.524,2,MPO 347305,2013/05/08 568 Outer Solar System Origins Survey
,2013 JG65,29.568,49.752,9.0,20170216,352.7,173.9,85.3,15.9,0.254,39.660,3,MPO 347305,2013/05/07 568 Outer Solar System Origins Survey
,2013 JF65,32.447,46.901,9.2,20170216,10.1,119.1,112.7,8.3,0.182,39.674,3,MPO 347305,2013/05/07 568 Outer Solar System Origins Survey
,2013 JE65,28.444,50.895,9.3,20170216,38.7,67.0,113.8,8.0,0.283,39.669,3,MPO 347304,2013/05/07 568 Outer Solar System Origins Survey
,2013 JD65,35.688,43.554,8.2,20170216,359.4,47.6,197.9,13.0,0.099,39.621,3,MPO 347304,2013/05/07 568 Outer Solar System Origins Survey
,2013 JC65,27.787,51.638,9.4,20170216,16.5,127.6,87.2,16.4,0.300,39.713,3,MPO 347304,2013/05/07 568 Outer Solar System Origins Survey
,2013 JB65,31.962,47.400,8.4,20170216,4.1,166.1,72.5,24.9,0.195,39.681,2,MPO 347304,2013/05/07 568 Outer Solar System Origins Survey
,2013 JA65,33.637,45.961,9.0,20170216,15.6,46.1,177.0,10.2,0.155,39.799,3,MPO 347304,2013/05/07 568 Outer Solar System Origins Survey
,2013 JZ64,30.257,49.202,9.1,20170216,358.5,130.0,117.1,10.1,0.238,39.730,3,MPO 347304,2013/05/07 568 Outer Solar System Origins Survey
,2013 JY64,40.671,45.554,8.5,20130508,0.0,157.3,168.2,7.8,0.057,43.112,( 2d),MPO 349318,2013/05/08 568 Outer Solar System Origins Survey
,2013 JU64,37.364,43.483,8.7,20170216,1.7,165.1,74.8,26.6,0.076,40.424,2,MPO 347303,2013/05/07 568 Outer Solar System Origins Survey
,2013 JT64,34.511,50.310,8.8,20130508,320.3,179.5,114.3,9.5,0.186,42.411,( 3d),MPO 349318,2013/05/07 568 Outer Solar System Origins Survey
,2013 JS64,40.467,45.122,8.5,20170216,343.5,69.3,192.0,9.6,0.054,42.795,2,MPO 347303,2013/05/07 568 Outer Solar System Origins Survey
,2013 JM64,40.326,44.905,8.2,20170216,30.3,48.8,165.2,7.3,0.054,42.615,3,MPO 347302,2013/05/08 568 Outer Solar System Origins Survey
,2013 JJ64,44.068,52.069,7.4,20170216,302.1,180.3,128.1,7.7,0.083,48.069,3,MPO 347302,2013/05/07 568 Outer Solar System Origins Survey
,2013 JG64,37.599,46.266,7.7,20170216,217.1,183.6,207.9,18.2,0.103,41.932,3,MPO 347301,2013/05/07 568 Outer Solar System Origins Survey
,2013 JE64,34.206,62.185,8.2,20170216,25.8,89.9,107.1,8.3,0.290,48.196,2,MPO 347301,2013/05/07 568 Outer Solar System Origins Survey
,2013 JW63,36.140,60.445,5.2,20170216,304.7,18.3,309.2,7.8,0.252,48.292,2,MPO 293262,2013/05/08 807
,2013 JV63,36.373,57.677,6.0,20170216,66.4,160.7,350.4,8.2,0.227,47.025,3,MPO 342289,2013/05/08 807
,2013 HZ156,36.477,46.009,6.9,20170216,34.2,27.8,159.0,20.3,0.116,41.243,4,MPO 384277,2013/04/17 F51 Pan-STARRS 1
,2013 HY156,38.303,43.983,6.6,20170216,348.0,153.7,86.3,21.4,0.069,41.143,5,MPO 384277,2013/04/17 F51 Pan-STARRS 1
,2013 HW156,30.034,49.807,7.4,20170216,41.1,36.4,126.0,9.9,0.248,39.921,4,MPO 384276,2013/04/17 F51 Pan-STARRS 1
,2013 HV156,39.318,55.870,5.0,20170216,277.3,182.5,168.5,18.1,0.174,47.594,4,MPO 384276,2013/04/19 F51 Pan-STARRS 1
,2013 HU156,34.792,44.746,5.3,20170216,63.3,343.7,185.2,20.8,0.125,39.769,6,MPO 384276,2013/04/19 F51 Pan-STARRS 1
,2013 HT156,43.908,44.756,7.6,20170216,228.1,300.0,54.5,3.7,0.010,44.332,3,MPO 347300,2013/04/19 568 Outer Solar System Origins Survey
,2013 HS156,37.667,54.415,8.5,20170216,342.7,207.6,41.5,8.2,0.182,46.041,2,MPO 347300,2013/04/19 568 Outer Solar System Origins Survey
,2013 HR156,37.118,55.105,7.9,20170216,25.8,331.3,214.1,20.4,0.195,46.111,3,MPO 347300,2013/04/19 568 Outer Solar System Origins Survey
,2013 GG138,46.635,48.900,6.6,20170216,239.7,129.9,215.2,24.5,0.024,47.768,3,MPO 347299,2013/04/09 568 Outer Solar System Origins Survey
