Designation (and name),Prov. Des.,q,Q,EMoid,H,Epoch,M,Peri.,Node,Incl.,e,a,Opps.,Ref.,"Discovery date, site and discoverer(s)"
,2011 EK47,0.660,1.164,0.03598,23.9,20170216,64.6,44.0,334.8,10.7,0.276,0.912,( 1d),MPO 193854,2011/03/11 G96 Mt. Lemmon Survey
,2011 EE41,0.760,1.094,0.08469,24.3,20170216,45.3,350.1,4.8,10.4,0.180,0.927,( 1d),MPO 193854,2011/03/10 G96 Mt. Lemmon Survey
,2011 EH17,0.250,1.212,0.00732,24.6,20170216,288.3,35.9,333.2,3.0,0.658,0.731,( 3d),MPO 196819,2011/03/06 703 Catalina Sky Survey
,2011 EB12,0.758,1.206,0.21030,21.3,20170216,220.7,355.3,346.3,30.5,0.228,0.982,3,MPO 258397,2011/03/05 703 Catalina Sky Survey
,2011 EX4,0.622,1.090,0.00355,24.6,20170216,320.5,219.1,153.0,3.0,0.274,0.856,2,MPO 336542,2011/03/02 704 LINEAR
,2011 EK,0.749,1.044,0.05274,22.4,20170216,205.1,178.2,155.4,8.7,0.165,0.897,( 28d),MPO 196818,2011/03/01 703 Catalina Sky Survey
,2011 DW,0.609,1.071,0.03268,23.0,20170216,137.7,152.7,159.6,25.1,0.275,0.840,( 10d),MPO 196815,2011/02/23 E12 Siding Spring Survey
,2011 DV,0.909,1.004,0.00282,20.6,20170216,272.6,350.7,35.1,10.6,0.050,0.957,2,MPO 222943,2011/02/22 691 Spacewatch
,2011 DP,0.313,1.305,0.12060,22.4,20170216,201.9,199.0,153.1,26.5,0.613,0.809,( 1d),MPO 193822,2011/02/23 703 Catalina Sky Survey
,2011 CG66,0.615,1.343,0.00073,25.9,20170216,159.1,246.2,131.4,3.0,0.372,0.979,( 0d),MPO 243488,2011/02/13 G96 Mt. Lemmon Survey
,2011 CD66,0.395,1.005,0.01514,26.9,20170216,269.8,359.1,326.1,6.7,0.436,0.700,( 2d),MPO 192289,2011/02/13 G96 Mt. Lemmon Survey
,2011 CL50,0.758,1.015,0.00201,27.6,20170216,275.4,291.7,14.1,0.2,0.145,0.886,( 8d),MPO 194139,2011/02/12 G96 Mt. Lemmon Survey
,2011 CK50,0.591,1.159,0.05166,24.1,20170216,327.0,177.2,133.6,4.2,0.325,0.875,( 1d),MPO 192289,2011/02/12 G96 Mt. Lemmon Survey
,2011 CH22,0.643,1.051,0.00114,28.7,20110208,129.5,26.8,324.9,0.3,0.241,0.847,( 0d),MPO 192666,2011/02/07 G96 Mt. Lemmon Survey
,2011 CQ1,0.665,1.008,0.00105,32.1,20170216,173.7,335.4,315.2,5.2,0.206,0.837,( 1d),MPO 192281,2011/02/04 703 Catalina Sky Survey
,2011 BQ50,0.857,1.044,0.00526,28.0,20170216,43.5,1.4,280.9,0.4,0.098,0.950,( 12d),MPO 192280,2011/01/30 F51 Pan-STARRS 1
,2011 AX22,0.641,1.292,0.00114,24.7,20170216,232.8,291.3,57.8,0.7,0.337,0.967,2,MPO 222942,2011/01/10 703 Catalina Sky Survey
,2011 AE3,0.870,1.060,0.00094,28.0,20170216,258.3,73.5,282.6,5.0,0.098,0.965,( 0d),MPO 243483,2011/01/04 703 Catalina Sky Survey
,2011 AC3,0.496,1.478,0.04593,22.4,20170216,13.2,307.8,284.8,23.3,0.498,0.987,2,MPO 216184,2011/01/04 G96 Mt. Lemmon Survey
,2011 AB3,0.791,1.144,0.05681,23.5,20170216,29.1,138.3,105.7,7.3,0.182,0.967,( 21d),MPO 192645,2011/01/03 106
,2010 YR,0.776,1.163,0.01346,23.9,20170216,66.2,290.6,275.5,17.1,0.199,0.969,( 4d),MPO 190120,2010/12/29 703 Catalina Sky Survey
,2010 YO,0.411,1.055,0.00284,24.6,20170216,52.4,203.9,94.1,24.1,0.440,0.733,( 6d),MPO 190119,2010/12/27 704 LINEAR
,2010 XX72,0.647,1.159,0.03850,22.1,20170216,256.3,334.4,279.1,4.5,0.283,0.903,2,MPEC 2016-X88,2010/12/15 G96 Mt. Lemmon Survey
,2010 XR69,0.406,1.277,0.00312,25.4,20170216,86.7,234.7,69.1,0.9,0.517,0.841,( 3d),MPO 190112,2010/12/14 704 LINEAR
,2010 XQ69,0.482,1.270,0.00830,23.2,20170216,323.5,104.9,177.6,1.1,0.450,0.876,2,MPO 363602,2010/12/14 G96 Mt. Lemmon Survey
,2010 XC15,0.429,1.041,0.00170,21.4,20170216,122.0,157.6,94.5,8.4,0.417,0.735,3,MPO 369115,2010/12/05 703 Catalina Sky Survey
,2010 XB11,0.288,0.948,0.09337,19.9,20170216,46.8,202.5,96.3,29.9,0.534,0.618,2,MPO 354461,2010/12/02 G96 Mt. Lemmon Survey
,2010 XA11,0.569,1.245,0.00498,26.1,20170216,151.7,239.6,66.1,4.6,0.373,0.907,( 5d),MPO 190080,2010/12/04 703 Catalina Sky Survey
,2010 XU10,0.889,1.002,0.01297,27.4,20170216,106.4,169.3,66.6,4.5,0.060,0.945,( 3d),MPO 190079,2010/12/03 G96 Mt. Lemmon Survey
,2010 XF3,0.845,1.058,0.03377,24.4,20170216,105.7,140.8,77.3,6.0,0.112,0.952,( 32d),MPO 190075,2010/12/02 G96 Mt. Lemmon Survey
,2010 WU8,0.782,1.138,0.03686,24.2,20170216,45.9,339.9,260.9,2.8,0.185,0.960,( 14d),MPO 190042,2010/11/28 G96 Mt. Lemmon Survey
,2010 WD1,0.650,1.102,0.00248,26.5,20170216,324.1,223.2,62.4,1.8,0.258,0.876,( 1d),MPO 190035,2010/11/27 G96 Mt. Lemmon Survey
,2010 WS,0.638,1.222,0.01074,24.9,20170216,77.7,232.6,61.0,4.6,0.314,0.930,( 14d),MPO 190748,2010/11/25 G96 Mt. Lemmon Survey
,2010 WC,0.533,1.096,0.00331,25.3,20170216,60.0,144.2,57.6,7.6,0.346,0.814,( 3d),MPO 186482,2010/11/16 703 Catalina Sky Survey
,2010 VX139,0.807,1.123,0.09372,20.5,20170216,350.9,33.4,242.5,21.2,0.164,0.965,3,MPO 218107,2010/11/14 704 LINEAR
,2010 VK139,0.558,1.000,0.00568,23.7,20170216,199.4,8.3,233.4,26.9,0.283,0.779,( 4d),MPO 186477,2010/11/14 703 Catalina Sky Survey
,2010 VD139,0.644,1.046,0.01225,26.2,20170216,228.7,155.5,57.3,3.8,0.238,0.845,( 12d),MPO 186477,2010/11/12 G96 Mt. Lemmon Survey
,2010 VD72,0.752,1.085,0.01426,21.5,20170216,292.5,310.2,224.1,19.2,0.181,0.918,2,MPO 388999,2010/11/09 703 Catalina Sky Survey
,2010 VP21,0.335,1.101,0.02313,23.4,20170216,268.8,195.5,39.2,8.7,0.534,0.718,( 23d),MPO 190740,2010/11/05 G96 Mt. Lemmon Survey
,2010 VQ,0.690,1.031,0.00118,27.7,20170216,119.3,198.3,29.1,0.4,0.198,0.860,( 10d),MPO 186458,2010/11/01 G96 Mt. Lemmon Survey
,2010 VB,0.618,1.229,0.01106,25.6,20170216,298.8,128.5,40.0,5.1,0.331,0.923,( 9d),MPO 190739,2010/11/01 691 Spacewatch
,2010 UY7,0.762,1.032,0.00100,28.5,20170216,284.0,210.4,40.0,0.5,0.150,0.897,( 7d),MPO 186440,2010/10/30 703 Catalina Sky Survey
,2010 UJ7,0.543,1.048,0.00056,25.4,20170216,179.2,331.5,219.5,13.2,0.317,0.796,( 4d),MPO 186438,2010/10/29 704 LINEAR
,2010 UK,0.677,1.055,0.00148,26.8,20170216,76.0,36.5,203.5,4.9,0.218,0.866,( 15d),MPO 386815,2010/10/17 G96 Mt. Lemmon Survey
,2010 UJ,0.855,1.034,0.00352,26.2,20170216,144.0,74.2,130.6,0.4,0.095,0.945,( 1d),MPO 186433,2010/10/17 G96 Mt. Lemmon Survey
,2010 UC,0.874,1.003,0.00519,27.4,20170216,172.9,176.5,21.7,4.8,0.069,0.939,( 8d),MPO 186431,2010/10/17 703 Catalina Sky Survey
,2010 TL167,0.346,1.590,0.11392,22.4,20170216,335.5,15.6,213.1,12.5,0.643,0.968,( 2d),MPO 186427,2010/10/14 G96 Mt. Lemmon Survey
,2010 TE55,0.829,1.070,0.00169,28.0,20170216,199.1,305.0,198.1,1.2,0.127,0.949,( 5d),MPO 186396,2010/10/12 G96 Mt. Lemmon Survey
,2010 TK19,0.820,1.062,0.04087,24.9,20170216,131.3,208.2,15.5,13.0,0.128,0.941,( 23d),MPO 190734,2010/10/07 703 Catalina Sky Survey
,2010 TK7,0.809,1.190,0.08519,20.8,20170216,28.6,45.9,96.5,20.9,0.191,1.000,4,MPO 392359,2010/10/01 C51 WISE
,2010 TE,0.730,1.089,0.01752,26.0,20170216,264.0,36.4,182.1,5.5,0.198,0.909,( 10d),MPO 186357,2010/10/01 G96 Mt. Lemmon Survey
,2010 SJ,0.768,1.074,0.04861,23.8,20170216,296.6,335.6,183.5,11.3,0.166,0.921,( 20d),MPO 187193,2010/09/16 703 Catalina Sky Survey
,2010 SF,0.654,1.022,0.01436,25.4,20170216,311.7,184.1,351.1,9.4,0.220,0.838,( 9d),MPO 187193,2010/09/16 703 Catalina Sky Survey
,2010 RJ43,0.446,1.323,0.02062,23.7,20170216,13.1,236.7,319.5,6.9,0.496,0.884,3,MPO 392358,2010/09/06 G96 Mt. Lemmon Survey
,2010 RF42,0.736,1.111,0.10393,25.1,20170216,265.0,359.5,169.7,14.1,0.203,0.924,( 3d),MPO 183437,2010/09/05 G96 Mt. Lemmon Survey
,2010 RE31,0.654,1.283,0.01451,25.9,20170216,7.6,236.9,340.6,7.1,0.325,0.968,( 3d),MPO 190730,2010/09/05 G96 Mt. Lemmon Survey
,2010 RX30,0.508,1.153,0.00120,27.1,20170216,78.4,319.8,166.2,5.1,0.388,0.831,2,MPO 279189,2010/09/05 G96 Mt. Lemmon Survey
,2010 PW58,0.701,1.077,0.02200,21.7,20170216,151.2,131.0,324.5,14.2,0.212,0.889,2,MPO 353643,2010/08/05 C51 WISE
,2010 PQ10,0.525,1.160,0.13385,21.5,20170216,344.6,6.8,123.1,22.3,0.377,0.843,( 11d),MPO 181512,2010/08/06 E12 Siding Spring Survey
,2010 PK9,0.221,1.143,0.01603,21.8,20170216,356.1,195.6,306.6,12.6,0.676,0.682,3,MPO 307017,2010/08/05 704 LINEAR
,2010 OF101,0.642,1.260,0.06264,19.6,20170216,156.0,282.5,212.4,23.4,0.325,0.951,4,MPO 294858,2010/07/23 C51 WISE
,2010 NG1,0.567,1.132,0.08178,20.4,20170216,325.7,300.0,167.2,24.7,0.333,0.849,3,MPO 292157,2010/07/02 C51 WISE
,2010 NM,0.825,1.120,0.05046,24.5,20170216,198.8,318.5,105.1,16.1,0.151,0.972,( 8d),MPO 179639,2010/07/05 G96 Mt. Lemmon Survey
,2010 MS1,0.680,1.180,0.10653,21.8,20170216,344.3,350.0,98.9,9.0,0.269,0.930,( 32d),MPO 190724,2010/06/21 G96 Mt. Lemmon Survey
,2010 MP1,0.438,1.272,0.05685,21.4,20170216,248.1,32.4,93.1,22.6,0.487,0.855,2,MPO 298691,2010/06/19 704 LINEAR
,2010 MJ1,0.861,1.124,0.09543,23.6,20170216,101.1,340.1,98.3,18.3,0.132,0.993,( 24d),MPO 180062,2010/06/19 G96 Mt. Lemmon Survey
,2010 MB,0.800,1.096,0.06527,24.6,20170216,229.6,19.2,87.8,11.7,0.156,0.948,( 2d),MPO 177900,2010/06/16 G96 Mt. Lemmon Survey
,2010 MA,0.550,1.137,0.02348,25.7,20170216,334.5,32.1,87.5,14.1,0.348,0.844,( 2d),MPO 177899,2010/06/16 G96 Mt. Lemmon Survey
,2010 KV39,0.714,1.203,0.00100,26.8,20170216,332.6,296.7,65.5,13.9,0.255,0.958,( 2d),MPO 177889,2010/05/24 703 Catalina Sky Survey
,2010 KC,0.297,1.258,0.02079,24.1,20170216,191.9,295.5,96.6,2.2,0.618,0.778,( 1d),MPO 176623,2010/05/16 G96 Mt. Lemmon Survey
,2010 JU39,0.417,1.421,0.00498,19.6,20170216,42.1,311.4,95.2,36.2,0.546,0.919,4,MPO 234409,2010/05/09 G96 Mt. Lemmon Survey
,2010 JW34,0.928,1.035,0.00666,28.1,20170216,117.0,43.7,49.8,2.3,0.055,0.981,( 4d),MPO 176611,2010/05/08 703 Catalina Sky Survey
,2010 JR34,0.820,1.098,0.00371,27.7,20170216,324.8,316.3,37.0,0.7,0.145,0.959,( 4d),MPO 176609,2010/05/07 G96 Mt. Lemmon Survey
,2010 JL1,0.749,1.107,0.03503,25.5,20170216,333.6,40.9,43.6,20.7,0.193,0.928,( 2d),MPO 176603,2010/05/05 G96 Mt. Lemmon Survey
,2010 HX107,0.560,1.041,0.01328,23.6,20170216,337.6,353.0,51.6,3.4,0.300,0.801,2,MPO 336531,2010/04/20 C51 WISE
,2010 HA,0.772,1.148,0.03327,23.9,20170216,207.7,185.7,251.3,2.2,0.196,0.960,2,MPO 201966,2010/04/16 E12 Siding Spring Survey
,2010 GV147,0.326,1.592,0.31689,18.5,20170216,332.9,97.9,295.1,44.0,0.660,0.959,2,MPO 198533,2010/04/14 C51 WISE
,2010 GK65,0.514,1.331,0.00502,24.5,20170216,346.5,82.9,348.2,0.6,0.443,0.923,( 6d),MPO 175154,2010/04/14 703 Catalina Sky Survey
,2010 GD35,0.396,1.132,0.03839,24.5,20170216,230.8,13.7,25.3,7.7,0.482,0.764,2,MPO 374422,2010/04/12 G96 Mt. Lemmon Survey
,2010 GV23,0.741,1.118,0.00356,27.6,20170216,340.5,233.8,198.6,3.6,0.203,0.929,( 7d),MPO 175146,2010/04/09 G96 Mt. Lemmon Survey
,2010 GA7,0.558,1.268,0.16213,21.2,20170216,69.3,25.5,21.5,30.0,0.389,0.913,2,MPO 384204,2010/04/06 703 Catalina Sky Survey
,2010 GB6,0.666,1.098,0.09327,22.1,20170216,264.2,188.0,195.2,35.3,0.245,0.882,2,MPO 336529,2010/04/05 703 Catalina Sky Survey
,2010 FB10,0.470,1.466,0.09206,22.2,20170216,197.5,212.6,176.0,13.7,0.514,0.968,( 17d),MPO 175362,2010/03/21 G96 Mt. Lemmon Survey
,2010 FY9,0.764,1.027,0.00936,26.7,20170216,272.5,335.5,357.1,4.3,0.147,0.895,( 6d),MPO 173781,2010/03/17 704 LINEAR
,2010 FS,0.532,1.028,0.00939,24.2,20170216,159.9,206.4,169.7,9.1,0.318,0.780,( 14d),MPO 175361,2010/03/18 703 Catalina Sky Survey
,2010 FN,0.780,1.199,0.00078,26.6,20170216,280.5,126.1,161.5,0.1,0.211,0.990,( 4d),MPO 173776,2010/03/17 G96 Mt. Lemmon Survey
,2010 FM,0.596,1.038,0.01042,27.1,20170216,274.2,202.4,175.3,7.7,0.270,0.817,( 6d),MPO 234409,2010/03/17 G96 Mt. Lemmon Survey
,2010 FK,0.848,1.031,0.03193,23.8,20170216,52.9,166.1,173.5,12.7,0.097,0.940,( 10d),MPO 175361,2010/03/17 G96 Mt. Lemmon Survey
,2010 EG21,0.654,1.036,0.03934,24.4,20170216,151.2,186.3,168.7,9.7,0.226,0.845,( 14d),MPO 173760,2010/03/09 704 LINEAR
,2010 EX11,0.851,1.061,0.02706,24.1,20170216,264.9,42.7,4.0,9.7,0.110,0.956,( 37d),MPO 234409,2010/03/03 C51 WISE
,2010 DJ77,0.752,1.158,0.05160,21.6,20100213,102.5,103.7,286.8,24.9,0.213,0.955,( 3d),MPO 196770,2010/02/20 C51 WISE
,2010 DT1,0.530,1.439,0.09210,23.8,20170216,143.6,46.5,324.8,25.6,0.461,0.984,( 1d),MPO 171882,2010/02/18 G96 Mt. Lemmon Survey
,2010 CK19,0.839,1.135,0.00053,27.9,20170216,327.2,278.8,328.6,2.3,0.150,0.987,( 2d),MPO 171875,2010/02/14 703 Catalina Sky Survey
,2010 CT,0.304,1.472,0.17222,20.2,20170216,67.7,104.3,176.1,19.8,0.658,0.888,2,MPO 339436,2010/02/08 E12 Siding Spring Survey
,2010 BK2,0.499,1.308,0.03324,22.0,20170216,162.3,72.6,278.1,6.0,0.448,0.904,2,MPO 363516,2010/01/19 E12 Siding Spring Survey
,2010 AO60,0.715,1.186,0.08060,21.8,20170216,335.2,37.2,310.0,11.1,0.248,0.951,2,MPO 192083,2010/01/15 703 Catalina Sky Survey
,2010 AJ30,0.566,1.057,0.04507,22.7,20170216,68.5,350.7,303.5,7.6,0.302,0.812,( 37d),MPO 196748,2010/01/10 703 Catalina Sky Survey
,2010 AF,0.676,1.249,0.02358,25.0,20170216,278.6,242.9,105.2,23.6,0.298,0.962,( 1d),MPO 170304,2010/01/06 703 Catalina Sky Survey
,2009 YR,0.838,1.046,0.00173,28.0,20170216,181.2,127.9,87.2,0.7,0.110,0.942,( 7d),MPO 167802,2009/12/19 G96 Mt. Lemmon Survey
,2009 YP,0.468,1.166,0.05017,24.0,20170216,31.1,202.6,86.0,10.0,0.427,0.817,( 1d),MPO 167802,2009/12/18 G96 Mt. Lemmon Survey
,2009 YF,0.822,1.050,0.01717,24.7,20170216,130.6,193.3,87.6,1.5,0.121,0.936,( 17d),MPO 170302,2009/12/17 704 LINEAR
,2009 WM105,0.760,1.041,0.03488,23.0,20170216,345.7,198.4,45.6,9.2,0.156,0.900,( 22d),MPO 167794,2009/11/25 703 Catalina Sky Survey
,2009 WB105,0.617,1.034,0.03713,23.5,20170216,69.1,347.6,242.6,38.4,0.253,0.825,3,MPO 382683,2009/11/25 703 Catalina Sky Survey
,2009 WZ104,0.691,1.020,0.03069,20.4,20170216,182.8,10.5,263.3,9.8,0.193,0.855,4,MPEC 2016-Y08,2009/11/25 703 Catalina Sky Survey
,2009 WY104,0.772,1.219,0.09332,25.0,20170216,354.1,126.7,61.2,26.8,0.224,0.996,( 1d),MPO 166422,2009/11/24 G96 Mt. Lemmon Survey
,2009 WD54,0.577,1.059,0.00228,28.5,20170216,44.6,211.2,61.1,3.0,0.295,0.818,( 2d),MPO 166415,2009/11/24 G96 Mt. Lemmon Survey
,2009 WC54,0.693,1.111,0.12252,24.1,20170216,335.6,358.3,244.0,17.9,0.231,0.902,2,MPO 358129,2009/11/24 G96 Mt. Lemmon Survey
,2009 WR25,0.450,1.285,0.10356,21.6,20170216,91.8,31.3,238.2,31.7,0.481,0.867,2,MPO 277998,2009/11/21 704 LINEAR
,2009 WN8,0.544,1.152,0.01413,25.2,20170216,203.2,220.7,58.7,12.8,0.358,0.848,( 3d),MPO 166405,2009/11/19 704 LINEAR
,2009 WY7,0.256,1.045,0.00962,24.1,20170216,116.3,172.3,64.1,4.0,0.607,0.650,( 17d),MPO 167786,2009/11/19 704 LINEAR
,2009 WQ6,0.512,1.221,0.00193,29.2,20170216,83.8,227.3,55.6,5.8,0.409,0.867,( 1d),MPO 166405,2009/11/18 G96 Mt. Lemmon Survey
,2009 VS25,0.699,1.242,0.03856,24.4,20170216,106.4,315.6,226.5,5.3,0.280,0.971,( 6d),MPO 166392,2009/11/11 G96 Mt. Lemmon Survey
,2009 UZ87,0.750,1.098,0.01143,25.9,20170216,195.5,45.3,218.5,3.8,0.188,0.924,( 13d),MPO 166382,2009/10/27 G96 Mt. Lemmon Survey
,2009 UT19,0.293,1.490,0.02920,22.5,20170216,156.0,329.0,212.4,10.0,0.672,0.891,( 3d),MPO 164415,2009/10/24 291 Spacewatch
,2009 UY17,0.560,1.077,0.01369,20.9,20170216,93.8,30.6,202.1,42.1,0.316,0.819,( 18d),MPO 166375,2009/10/22 E12 Siding Spring Survey
,2009 UR5,0.491,1.056,0.02371,25.7,20170216,108.9,345.7,215.3,6.6,0.365,0.774,( 4d),MPO 164412,2009/10/21 G96 Mt. Lemmon Survey
,2009 UM1,0.377,1.557,0.06499,23.4,20170216,174.2,334.2,193.8,9.2,0.610,0.967,( 7d),MPO 164411,2009/10/17 G96 Mt. Lemmon Survey
,2009 UG,0.493,1.084,0.01255,23.4,20170216,320.7,201.9,13.9,5.0,0.375,0.788,2,MPO 388981,2009/10/16 703 Catalina Sky Survey
,2009 UC,0.496,1.024,0.02320,26.6,20170216,195.1,185.4,22.4,24.7,0.347,0.760,( 3d),MPO 164410,2009/10/16 G96 Mt. Lemmon Survey
,2009 TK8,0.613,1.246,0.07366,20.2,20170216,170.4,222.2,29.3,21.2,0.340,0.929,2,MPO 215169,2009/10/15 J75
,2009 TD8,0.669,1.100,0.02063,26.9,20170216,167.0,146.8,20.4,5.0,0.244,0.885,( 1d),MPO 164406,2009/10/14 G96 Mt. Lemmon Survey
,2009 SM104,0.621,1.342,0.06688,23.6,20170216,118.1,139.0,0.8,9.7,0.368,0.981,( 15d),MPO 164378,2009/09/26 691 Spacewatch
,2009 SZ99,0.640,0.989,0.05775,19.5,20170216,271.6,147.5,338.1,21.3,0.214,0.815,2,MPO 343507,2009/09/22 G96 Mt. Lemmon Survey
,2009 SJ18,0.840,1.050,0.04559,24.6,20170216,211.4,172.9,0.4,12.6,0.111,0.945,( 9d),MPO 162572,2009/09/21 G96 Mt. Lemmon Survey
,2009 SH2,0.898,1.085,0.00036,24.9,20170216,74.9,101.7,6.7,6.8,0.094,0.991,( 14d),MPO 164364,2009/09/18 E12 Siding Spring Survey
,2009 SS,0.727,1.090,0.06224,26.7,20170216,55.4,161.9,350.5,9.4,0.200,0.908,( 2d),MPO 162569,2009/09/16 G96 Mt. Lemmon Survey
,2009 PY,0.667,1.222,0.17981,21.1,20170216,199.4,196.0,325.7,26.6,0.294,0.945,2,MPO 183201,2009/08/13 E12 Siding Spring Survey
,2009 PC,0.657,1.334,0.03787,23.2,20170216,306.9,48.3,134.4,7.0,0.340,0.995,( 18d),MPO 160914,2009/08/01 691 Spacewatch
,2009 ME9,0.461,1.386,0.16119,21.2,20170216,6.5,207.5,274.0,31.5,0.501,0.923,3,MPO 382681,2009/06/24 G96 Mt. Lemmon Survey
,2009 MW,0.640,1.186,0.11264,20.8,20170216,52.3,23.6,87.6,21.0,0.299,0.913,2,MPO 380694,2009/06/21 704 LINEAR
,2009 LD,0.840,1.137,0.00404,26.2,20170216,38.4,254.0,244.6,9.8,0.150,0.988,( 3d),MPO 159145,2009/06/02 G96 Mt. Lemmon Survey
,2009 KR4,0.641,1.046,0.02590,25.0,20170216,157.7,191.3,239.9,10.7,0.240,0.844,( 10d),MPO 159143,2009/05/26 703 Catalina Sky Survey
,2009 HE60,0.732,1.260,0.01533,25.6,20170216,45.1,219.9,229.0,1.6,0.265,0.996,( 5d),MPO 157543,2009/04/24 G96 Mt. Lemmon Survey
,2009 HU44,0.295,1.365,0.00618,22.6,20170216,204.3,213.6,212.9,6.6,0.644,0.830,( 21d),MPO 158645,2009/04/22 704 LINEAR
,2009 HG21,0.574,1.242,0.01614,25.0,20170216,271.5,317.0,32.5,5.4,0.368,0.908,( 3d),MPO 157537,2009/04/20 G96 Mt. Lemmon Survey
,2009 FG44,0.855,1.074,0.07023,22.5,20170216,278.3,15.9,6.7,31.7,0.113,0.965,( 3d),MPO 156204,2009/03/30 704 LINEAR
,2009 FW25,0.600,1.165,0.04077,23.4,20170216,73.3,323.8,0.2,12.3,0.320,0.882,( 6d),MPO 156202,2009/03/24 G96 Mt. Lemmon Survey
,2009 FU23,0.601,1.073,0.03410,20.0,20170216,277.7,315.2,57.8,13.9,0.282,0.837,4,MPO 377804,2009/03/23 703 Catalina Sky Survey
,2009 FL,0.523,1.436,0.02987,24.4,20170216,349.4,124.6,174.6,26.1,0.466,0.980,( 3d),MPO 156198,2009/03/17 703 Catalina Sky Survey
,2009 EP2,0.597,1.257,0.04090,21.6,20170216,223.3,129.8,175.2,27.7,0.356,0.927,2,MPO 363451,2009/03/05 E12 Siding Spring Survey
,2009 DC1,0.632,1.115,0.03040,24.0,20170216,51.3,34.9,329.7,8.8,0.276,0.873,( 24d),MPO 156184,2009/02/19 703 Catalina Sky Survey
,2009 CE,0.725,1.062,0.06523,24.6,20170216,353.7,190.5,127.7,8.2,0.189,0.893,( 4d),MPO 152548,2009/02/01 704 LINEAR
,2009 CD,0.664,1.139,0.10096,22.7,20170216,6.0,333.5,305.0,22.8,0.264,0.901,2,MPO 349259,2009/02/01 G96 Mt. Lemmon Survey
,2009 BL71,0.688,1.186,0.01078,22.0,20170216,138.6,292.4,17.6,5.6,0.266,0.937,( 44d),MPO 156168,2009/01/30 703 Catalina Sky Survey
,2009 BO58,0.460,1.213,0.09046,21.9,20170216,313.0,207.7,130.7,26.2,0.450,0.836,2,MPO 332435,2009/01/29 G96 Mt. Lemmon Survey
,2009 BE58,0.413,1.461,0.00417,21.8,20170216,240.1,120.9,149.5,1.9,0.560,0.937,3,MPEC 2016-X96,2009/01/27 704 LINEAR
,2009 BJ2,0.682,1.210,0.01057,27.1,20170216,191.5,300.1,296.1,6.5,0.279,0.946,( 3d),MPO 152543,2009/01/18 703 Catalina Sky Survey
,2009 BH2,0.427,1.201,0.00141,22.4,20170216,97.0,220.9,117.1,23.2,0.476,0.814,( 31d),MPO 154228,2009/01/17 704 LINEAR
,2008 YC29,0.486,1.229,0.00746,25.2,20081220,257.7,140.1,93.9,3.2,0.433,0.858,( 0d),MPO 151125,2008/12/30 703 Catalina Sky Survey
,2008 WT62,0.571,1.197,0.08389,23.1,20170216,200.8,148.3,58.0,18.2,0.354,0.884,2,MPO 275012,2008/11/24 G96 Mt. Lemmon Survey
,2008 WK60,0.530,1.029,0.01787,22.4,20170216,186.7,146.4,81.4,8.5,0.320,0.780,( 17d),MPO 151113,2008/11/23 E12 Siding Spring Survey
,2008 WQ2,0.674,1.020,0.02665,24.3,20170216,21.3,8.3,233.9,13.5,0.204,0.847,( 2d),MPO 149152,2008/11/20 703 Catalina Sky Survey
,2008 VR4,0.564,1.280,0.00210,23.0,20170216,212.6,235.4,37.0,4.2,0.388,0.922,2,MPO 388963,2008/11/07 703 Catalina Sky Survey
,2008 VY3,0.645,1.334,0.03511,24.8,20170216,72.0,301.6,220.2,12.4,0.348,0.989,( 5d),MPO 149146,2008/11/03 G96 Mt. Lemmon Survey
,2008 UB95,0.724,1.255,0.00063,24.7,20170216,244.1,253.4,22.0,3.2,0.269,0.990,2,MPO 163869,2008/10/29 G96 Mt. Lemmon Survey
,2008 UL90,0.431,0.959,0.02594,18.6,20170216,279.8,183.6,81.1,24.3,0.380,0.695,5,MPEC 2017-A07,2008/10/26 G96 Mt. Lemmon Survey
,2008 UX,0.260,1.374,0.07876,20.7,20170216,318.7,158.1,37.6,21.7,0.681,0.817,4,MPO 392336,2008/10/21 G96 Mt. Lemmon Survey
,2008 TC4,0.348,1.213,0.00380,21.5,20170216,277.5,324.3,212.6,10.6,0.554,0.781,3,MPO 237381,2008/10/07 704 LINEAR
,2008 TF2,0.635,1.345,0.01139,25.1,20170216,96.5,295.3,196.6,16.0,0.359,0.990,( 5d),MPO 147529,2008/10/04 G96 Mt. Lemmon Survey
,2008 TZ,0.575,1.331,0.00359,25.4,20170216,276.6,127.5,9.8,1.5,0.397,0.953,( 10d),MPO 288462,2008/10/02 691 Spacewatch
,2008 TF,0.460,1.453,0.07735,21.9,20170216,246.4,139.4,10.2,21.1,0.519,0.957,( 28d),MPO 147528,2008/10/01 703 Catalina Sky Survey
,2008 TD,0.593,1.199,0.02491,25.4,20170216,212.3,144.5,357.8,5.1,0.338,0.896,( 8d),MPO 152511,2008/10/01 704 LINEAR
,2008 SD85,0.523,1.243,0.10079,22.9,20170216,161.7,209.1,2.5,23.4,0.407,0.883,2,MPO 272295,2008/09/28 G96 Mt. Lemmon Survey
,2008 ST,0.843,1.085,0.00219,27.1,20170216,206.9,291.2,189.5,1.9,0.126,0.964,( 7d),MPO 147478,2008/09/22 G96 Mt. Lemmon Survey
,2008 SS,0.484,1.373,0.04460,22.2,20170216,44.0,135.0,5.1,21.1,0.479,0.928,( 14d),MPO 147478,2008/09/21 E12 Siding Spring Survey
